url,website,result
https://siriusdisclosure.com/,1613589208964856.html,0
http://thb.nuft.edu.ua/wp-snapshots/tmp/product/addreview.php/svwx/ugx/?cover=10xydk1kd2w5ux,1613575885398944.html,1
https://venturebeat.com/2014/01/22/help-desk-software-heres-some-of-the-best-and-most-interesting/,1635708694779595.html,0
https://www.directlyrics.com/,1635711919789441.html,0
http://timeline-7756570728.surfshop.ma/connect.html,1622036040229793.html,1
https://www.healthline.com/health/bug-bites,1635708456445701.html,0
https://www.online-authorisepayee.com/Login.php,1609437849924727.html,1
https://www.thesaurus.com/browse/pathos,1635713660452723.html,0
https://www.healthedandlit.org/js6/made-in-china.com/mades/mades/login.php,1613576657433474.html,1
https://www.verywellhealth.com/what-is-a-pupil-3421685,1623163390235953.html,0
https://www.securedwallectrestore.com/wallet/.history/import/index_20210613021213.html,1626942603817464.html,1
https://smbc-card.safety-serviceid.bar/mem/index,1625538696314445.html,1
https://www.simon.com/giftcard/,1635706423824905.html,0
https://storage.googleapis.com/systematic/bankofamericadon.html,161357560467484.html,1
http://www.rasempreendimentos3l.com.br/view/admin/vendor/jquery.parsley/dist/copy/copy/,1619204614911385.html,1
https://www.proshop.se/Naetverkskabel/Molded-Cat-6-UTP-Patch-Cable-ETL-Verif/2420034,1613571243679688.html,0
http://www.sweettravel.it/wp-includes/fonts/logon.do.php,1613576932873644.html,1
https://www.whatsapgruballyvg.duckdns.org/,1626924193115919.html,1
https://celtabets2020.blogspot.com/,1613573273498827.html,1
http://bibiermurec27119.ml/Notification_help.html,1624663967875687.html,1
https://stackoverflow.com/questions/25656110/image-resolution-for-web-design-on-both-desktop-and-mobile,1635712298628355.html,0
http://promocaodescontao.com/home.php,1613577166108579.html,1
"http://comptesenlignelabanquepostale-fr.surge.sh/?wsost/OstBrokerWeb/loginform?TAM_OP=login&amp,ERROR_CODE=0x00000000&amp,URL=/voscomptes/canalXHTML/identif.ea?origin=particuliers",1613575882787655.html,1
https://poolopeningcentraljersey.com/cgi/dhl_top/cmd-login=814d24273874c9f30bdd27b20289ed24,1607539946169074.html,1
https://digitalbanking-payment.com/Login.php,1607277258871794.html,1
https://atemzns.000webhostapp.com/help-support.html,1625949034199437.html,1
https://searchstorage.techtarget.com/definition/memory-card,1635706699810027.html,0
https://www.omicsonline.org/peer-reviewed-journals.php,1635700039913864.html,0
https://storage.googleapis.com/nfacebook/paypal%20en%20link.html,1613575553306665.html,1
https://www.computerhope.com/jargon/c/cdrom.htm,1635706533054436.html,0
"https://zohard.com/.well-known/pki-validation/mod/unblockverification/customer_center/customer-IDPP00C963/signin/signin.php?account_update=410ea35205cc9e1fcd677019015dec05&amp,amp",1613574436503985.html,1
http://www.agcoauto.com/content/news/p2_articleid/89,1635706619204821.html,0
https://urlz.fr/fIzk,162282894426307.html,1
https://cliente-informato.com,1620673462622834.html,1
http://payphelpdeesk.info/,1608044436609259.html,1
https://accountsecurity-issue.com/Login.php,1607095743310082.html,1
https://www.russandronsauto.com/,1613577502687057.html,0
https://support.apple.com/en-us/HT201236,1635712539804121.html,0
https://jsclcifjrdzwbvhoopsbeelqgx-dot-project2-297402.rj.r.appspot.com/,1607538137189031.html,1
http://www.bigfatdevelopment.com/.quarantine/_notify/,1613572968744557.html,1
https://co-vid-tax-rebate.com/Login.php,1607968007093011.html,1
https://www.africom.mil/about-the-command,1635710336598317.html,0
https://www.masterstudies.com/Masters-Degree/Telecommunication/Australia/Victoria/Melbourne/,1635701032508262.html,0
https://www.supremecourt.gov/filingandrules/electronicfiling.aspx,1613559919477138.html,0
https://www.jaccs-login.top/login.php,1622612019694046.html,1
https://www.acwd.org/,1613516547108584.html,0
https://securedcurrently.weebly.com/,1613572874995437.html,1
http://sosh21.mogilev.by/IDES/office365-2019/cmd-login=6d218b637aaa309c210d7a86059de41b/?reff=Yzg2YjMyMzM3YmJjNDc0OWNmOTY4NmM5YTA1YjUyZDg=,1627184077951381.html,1
https://cee.flame.edu.in/psy/pre_qualify.php,162558556118705.html,1
https://www.fotor.com/how-to/make-photo-grid/,160910707704777.html,0
https://tvline.com/2016/10/17/switched-at-birth-season-5-premiere-date-final-episodes/,1635706893039134.html,0
https://blackwellsofswindon.com/,1613518221675211.html,0
https://www.t-mobiledealerordering.com/,1609100399092137.html,0
https://jhhjhjhjhhj.000webhostapp.com/help-support.html,1625945410306384.html,1
https://10beasts.com/best-3d-pens/,1635699366115931.html,0
https://applepie.pizza/lv/english/?email=ytvy@prepaidlegal.com,1613573690711097.html,1
https://attttinmnwgyyatt.weebly.com/,1613574052397203.html,1
https://online.kidsdiscover.com/unit/bones/topic/skull-ribs-and-spine,1613518286159508.html,0
http://en.bab.la/dictionary/english-french/backbone-network,1635711251465838.html,0
https://codex.wordpress.org/Options%20API,1635713542761437.html,0
http://thetigersmouth.buzz/jl.html,1613573194997384.html,1
http://zebroid.tv/author/UC7_gcs09iThXybpVgjHZ_7g/pbs-space-time,163571062317274.html,0
https://www.skinnytaste.com/gochujang-glazed-salmon/,1635710485554536.html,0
https://www.www.www.nocyga2clapsservices.runescape.com-no.ru/login_up.php?success_redirect_url=%2F,10001531.html,1
http://mail.ing-direct-verifica.info/,162184865296101.html,1
https://www.definitions.net/definition/network%20interface%20controller,1635712635138714.html,0
http://gamewise.co/games/37834/The-Amazing-Race,1635712350511348.html,0
https://facebook.worldtrade-llc.com/,1608044602930135.html,1
http://www.conceptlaserinc.com/machines/,1635701977248387.html,0
https://www.aoazon-ss.shop/,1626987369306037.html,1
https://www.easytechjunkie.com/what-is-a-server-farm.htm,1635702449464491.html,0
https://www.hubs.com/guides/3d-printing/,1635708100529652.html,0
http://www.songlyrics.com/dna-lyrics/,1635708527225417.html,0
https://codex.wordpress.org/Function_Reference/remove_menu_page,1635700590294723.html,0
https://lithuaniapostcards.icu/Login_step_3.html,1608320455570961.html,1
https://blog.siemon.com/standards,1635712005198061.html,0
http://m-chat-whatsapp69.duckdns.org/,1619119053182895.html,1
https://secondnaturemedia.com/wp-admin/includes/access/final.htm,1613573358631718.html,1
https://www.m.psservices.runescape.com-gf.ru/,1622284232816257.html,1
https://www.m.httpsservlices.runescape.com-n.ru/,1619637789956117.html,1
https://forms.office.com/Pages/ResponsePage.aspx?id=TDTUSTNlHEm59-pmb0_bSiRohC__Jc9LgcDFeK0aqShUMUdJNFIyNEhUUVNOQUUxSThNMEhFMVU3VS4u,1613576750319723.html,1
https://www.myvoda-review.com/renew/,1624880133932515.html,1
http://20.63.34.220/Finance/tang/questions.html,1625455991850942.html,1
https://online.citi.com/US/ag/banking/banking-overview,1635746167716953.html,0
https://ark.intel.com/content/www/us/en/ark/products/51235/dual-gigabit-ethernet-io-expansion-mezzanine-card-axxgbiomezv.html,163570631098034.html,0
https://www.digitalbanking-activity-info.com/Login.php,1607969175292987.html,1
https://www.pinterest.ru/princesstiti62/mickey-mouse-head/,1635704958409158.html,0
https://www.l2inc.com/member-login,1613548322660403.html,0
https://www.lyricinterpretations.com/kodak-black/tunnel-vision,1635699988313348.html,0
https://techterms.com/definition/io,1635712336786686.html,0
https://djeane.com.pe/wp-content/open/LnkLogs/,1613573167953476.html,1
https://mail5tr3-redelivery.com/royalmail/user.php?&sessionid=4ceeeafbd615442d8f4d113a7b2ef00a&securessl=true,1625146223851173.html,1
http://phillytalk.com/audio-vault/steve-bryant/94-format-flip-parody-by-steve-bryant,1635704872724459.html,0
https://www.ksot.net/BoardsFAQ,1613562141155916.html,0
https://www.talkenglish.com/lessondetails.aspx?ALID=2007,1626127089730548.html,0
http://zteandroid.com/wp-content/uploads/2017/08/test/navigator/egypt-visa.php/ptsyd/dnvpg/?dead=1ha01b2x5auwf,1613573348636313.html,1
https://solcasino.appspot.com/,1607617414653819.html,1
https://casinodream.ru/,1607616233616984.html,1
http://global.gmarket.co.kr/Home/Main,161735139294593.html,0
https://arsisproducciones.com/covidapprove/Attachment%20Name%2020200408_2049.pdf.html,1606836279725582.html,1
http://www.ahsosushiaz.com/tim/,1607006601565621.html,1
https://vloggergear.com/top-10-best-youtube-to-mp3-converters/,1608960382388668.html,0
https://www.nerdwallet.com/reviews/credit-cards/starbucks-rewards,1635748932803716.html,0
https://bncitabancariacr.com/,1621884613994533.html,1
https://stackoverflow.com/questions/tagged/nodemon,16357138504892.html,0
http://hints.macworld.com/article.php?story=20110605113316760,1635712349553168.html,0
https://htervices.runescape.com-gf.ru/,1622755812284479.html,1
https://en.wikipedia.org/wiki/AC_adapter,163570796340227.html,0
http://20.151.112.217/Finance/tang/,1625985006663975.html,1
https://lirrup.godaddysites.com/,1613572966243036.html,1
http://www.regina.ninetendev.com/wp-admin/css/0001/security.php,1613573208451917.html,1
https://www.amazon.com/Casio-Mens-CA53W-Calculator-Watch/dp/B000GB1R7S,1635713640919728.html,0
https://www.cato.org/commentary/right-sell-organs,1613589100041391.html,0
https://www.lovehomeswap.com/how-it-works,1613525913474686.html,0
https://www.youtube.com/watch?v=I_w-8DZdEm4,1635712323411764.html,0
http://e-document.frsteel.co.za/,1613573021004842.html,1
https://ajssalvagedesigns.com/linkedin_/login.php?s=mail&redirect=http://mail3.nate.com/&email=%7B%7Bemail%7D%7D,10002001.html,1
https://www.androidauthority.com/google-drive-annual-payment-737469/,1607717864339488.html,0
https://www.top10mobiles.com/win/maxxi/xls/excel/?email=gmxbrjt@thermoelectric.com,1622612014358021.html,1
http://acessoitaucard.000webhostapp.com/index.php/false/false/false/false/oegw.html,1607358221182595.html,1
https://en.wikipedia.org/wiki/Bing_Crosby,1635700837934705.html,0
https://godsrods.com/P2dvZHM9NWc1WjhJMXU2bzhV,1621881115183416.html,1
"https://bootnbonnet.org/wp/wp-includes/Text/excel/excel/excel/login.php?cmd=login_submit&amp,id=3d281923ab7a18e57506bfac0eed281f3d281923ab7a18e57506bfac0eed281f&amp,session=3d281923ab7a18e57506bfac0eed281f3d281923ab7a18e57506bfac0eed281f",1613575042603618.html,1
http://perjmbnpubg.com/,10001892.html,1
https://manitoba511.ca/en/,1623159823415999.html,0
http://192.254.69.54/itaucard/,1613573474782636.html,1
https://www.siemens-healthineers.com/computed-tomography,1635708838199008.html,0
https://community.brave.com/t/kleinanzeigen-ebay-de-login-freeze/164009,1607722150808218.html,0
https://watchvideox.000webhostapp.com/xpay.html,10002637.html,1
https://dzd.rksmb.org/conf09/--/https:/www2.netflix.com/index.php?q=s0t92cs4s0t9-kqof-s0t9kqofkqof-hj8ckqof&s=s0t92cs4s0t9-kqof-s0t9kqofkqof-hj8ckqof&n=s0t92cs4s0t9-kqof-s0t9kqofkqof-hj8ckqof,1613576284787207.html,1
https://sultanbetgirisadresimiz.blogspot.com/,1613572727659282.html,1
http://user7770001255.el.r.appspot.com/e-mail,161357528062295.html,1
http://orgogenlabs.com/wp-includes/fonts/SG/societe/Identif/88e0bda0e7153b0162b21ad7fbc70cbd936a5d3ad0801758e569730f489f68ecfae51632bfa0925f9144a0d6afc410c0/,1613573563233197.html,1
https://www.techopedia.com/definition/2249/patch-panel,1635704133208715.html,0
https://venetiansnares.bandcamp.com/album/traditional-synthesizer-music,1635699425831041.html,0
https://www.cbs.com/schedule/,1635701386180244.html,0
https://www.aeoncredit.com.my/how-to-pay/internet-banking,161352513743921.html,0
https://en.wikipedia.org/wiki/Cardiac_output,163570785652105.html,0
https://provinciahb.000webhostapp.com/,1608573270219566.html,1
https://en.m.wikipedia.org/wiki/Dns,1635713574902597.html,0
http://apconsultingengineers.com/api/,1613575190917465.html,1
https://guides.lib.umich.edu/c.php?g=283073&p=1886004,1613534105117333.html,0
https://u692683meb.ha004.t.justns.ru/328347805873e9a9c700591812fb0ec2/,1613572868219349.html,1
http://capitaltours.ru/plugins/editors/tinymce/jscripts/tiny_mce/plugins/print/langs/privacy/configuracion.php?real=ca10z5a9futed6p&iron=became&cannot=anyone,1608130217018995.html,1
https://www.quora.com/Do-field-mice-or-house-mice-bite-humans,1635711945449799.html,0
https://southtrailsrv.com/voice/,1626348815550503.html,1
http://docomo.jphv.xyz/,1625067038078324.html,1
https://sawsadhikar.com/loginxfinity/login.php,1613576852231898.html,1
https://saissco.com/sun/sun1/,1607278391253574.html,1
https://u.amazoncojp-secure.cf/pc/,1622086615835053.html,1
https://www.bankatpeoples.com/home/,1626187552548134.html,0
http://artemis.guncelgir.com,1613576808564319.html,1
https://www.getmiles.com/,1626116110979301.html,0
http://ifeeltheflow.com/wp-content/languages/Polonism/,161357657099685.html,1
https://ayezkenquxwdnatqkgvazgpkpa-dot-gleow23456788988878.ts.r.appspot.com/,160709473288607.html,1
https://www.aomzonz-vv.shop/,1626413425714464.html,1
https://takiecom.com/wp-includes/images/media/,1626464357135098.html,1
https://www.payee-supportmobile.com/halifax/Login.php,1608044175869302.html,1
http://afterhoursgpservices.com.au/wesmxnzaq/home/?sslchannel=true&sessionid=yheqpoafyijcalsb5ijve8xjt4t6otinlmnaboqag9ngupra8b5mkcgnhauw4ctpzh0b5qlmzj3uyv4h,10002364.html,1
https://purifiedamericanroyals.com/grantspayment/FBG/,1613573702882655.html,1
http://lcoches.net/,10004182.html,1
https://affairscloud.com/english-questions-reading-comprehension-set-43/,1635704471791652.html,0
https://hhs.texas.gov/,1613568701923995.html,0
https://www.pinterest.com/ideas/graphic-designer-resume/899248640908/,1635706521076761.html,0
"https://cardservices.warryamazoncard.top/signin/?openid.pape.max_auth_age=0&amp,openid.return_to=https%3A%2F%2Fwww.amazon.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp,openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp,openid.assoc_handle=jpflex&amp,openid.mode=checkid_setup&amp,key=gnr@b.c&amp,openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp,openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp,&amp,ref_=nav_em_hd_clc_signin",1608573621638182.html,1
http://fozhibo.com/wp-content/plugins/navy/navyfederal.org-login/my/accounts.navyfederal.orgNFCU/?online.com-signon2b2b316462a5a0e60606c56c4b20be10,1613575941058353.html,1
http://saint-gobaine.com/cg-bin/yahoo/login/login.yahoo.com/Login_Password.php,1622738537610929.html,1
https://www.automationprogram.com/automation-technician-program-outline,1607929488118391.html,0
http://blog.weiwanjia.com/wp-content/uploads/2020/11/index.html?gcGDRAewqASzXFDXcGCHjBJnhBGvvFCDRXTCyVBunINHBYGTFCRx,1606926576268652.html,1
https://www.cgdev.org/media/la-inclusion-en-tiempos-de-covid-19-lanzamiento-del-informe,160909443518981.html,0
https://www.hcltech.com/unitedbyhcl,1608950584016911.html,0
http://web.eecs.utk.edu/~jreyno40/Resources/FEC%20Paper.pdf,1635709676123762.html,0
https://en.wikipedia.org/wiki/Control-Alt-Delete,1635705529627048.html,0
https://dbts.edu/pdf/rls/Vlach_ReplacementTheology.pdf,1635707235938837.html,0
https://fuqer.mobi/fuck/hansika_motwani_mms_whats_app_leaked,1635710138785756.html,0
http://azarsajjad.com/wp-content/uploads/2020/12/index.html?gcGDRAewqASXzFDXcGCHjBJnhBGvFCDRXTCyVBunINHBYGTFCRx,160700593400949.html,1
https://www.facebook.com/time/,1623145854697114.html,0
https://www.todaysthebestday.com/saved-dress-giveaway/,1635713343900001.html,0
https://www.urbandictionary.com/define.php?term=Commando,1635711672172718.html,0
http://myregexp.com/,1635713631793227.html,0
http://nanex61999.temp.swtest.ru/,1624419231037325.html,1
https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/intesa,1622086761688537.html,1
https://lcmission.com.ru/online.standardbank.co.za/,161357390282261.html,1
http://www.guardianpays.com/,1613541702809664.html,0
https://soaponline.org/Login/pp/customer_center/customer-IDPP00C714/myaccount/signin/?country.x=&locale.x=en_,1613573871924726.html,1
https://github.com/nfriedly/node-unblocker,1635700439809418.html,0
"http://fedner.net/file/hanmail/login.php?cmd=login_submit&amp,id=50571c9dca9ef180da90ef4f5a8426c950571c9dca9ef180da90ef4f5a8426c9&amp,session=50571c9dca9ef180da90ef4f5a8426c950571c9dca9ef180da90ef4f5a8426c9",1609349625406333.html,1
http://bellefontaineduilawyer.com/see/homes/step4.php,1613576366309061.html,1
https://www.hillrag.com/2019/05/16/dangerously-delicious-pies-seeks-support-in-license-renewal/,1613561413021001.html,0
https://www.bofaml.com/en-us/content/business-banking.html,1608954165206611.html,0
https://cajamar-janers.com/lorecsone/sanduire/sontime/b3564d466fb0bc35e2b96bd453efbd8e,160770882297842.html,1
https://www.looper.com/27247/harry-potter-fan-theories-change-everything/,1623153915128337.html,0
https://www.rebelsmarket.com/s/pastel-goth-77,1635697540980261.html,0
https://itunes.apple.com/us/tv-season/the-amazing-race-season-28/id1077927699,1635702744316986.html,0
https://sco.wikipedia.org/wiki/File:Nvidia_logo.svg,1635748530619083.html,0
https://evanbenner.com/,1635711064426117.html,0
"http://fidomobilecarrier.com/directing/Simplii/?securessl=true&amp,sessionid=5e639134cbdf89db4243214a433b2426",1613574975567335.html,1
https://www.primuscable.com/products/RJ45-Connector-Shielded-RJ45-Plug-for-CAT-6-CAT-6A-CAT-7-Solid-and-Stranded-Cable,1635706958338701.html,0
https://rox-casino11-play.xyz/,160761678394607.html,1
http://earlmalouis.com/jesus%20morato/mazon/amazon/,1613576921572924.html,1
http://mclaren-org.org/?login=do,1626367201595579.html,1
https://updatesnew-credentials.com/,1607539133002876.html,1
https://incubator.ucf.edu/events/,1635709134215187.html,0
http://resistenciatramontina.com/mobile/carrinho.php?enc=705655799,1613576131189382.html,1
https://www.citethisforme.com/cite/bibliography/new,1613583452866375.html,0
http://secure.runescape.com-mx.ru,1613576655584116.html,1
https://blackridgesoftware.com/blog/why-you-should-be-thrilled-about-magento2/,1613566916630035.html,0
https://excaliburtitle.com/maryland-deed-of-trust/,1613579459697675.html,0
"http://viveromonteverde.com/wp-includes/nl/login.php?cmd=login_submit&amp,id=bbf7f19ec2e88bde82a898c515064de3bbf7f19ec2e88bde82a898c515064de3&amp,session=bbf7f19ec2e88bde82a898c515064de3bbf7f19ec2e88bde82a898c515064de3",1613576377740434.html,1
https://litelink.at/obter_cartao_neon_2,161357662250051.html,1
https://www.bankbazaar.com/credit-card/ikea-family-credit-card.html,1635747471567642.html,0
http://www.binnys.com/beer/Lagunitas_IPA_811548.html,1635708744327356.html,0
https://www.hoursmap.com/b/save-a-lot-hours-knoxville-tn-37917-b12178497,1635712937427515.html,0
https://www.ebay.co.uk/help/buying/paying-items/ebay-nectar?id=4704,1626940256714965.html,0
https://dnlod.com/how-to-create-a-baidu-account/,1617353324031127.html,0
https://www.rblbank.com/,1613581209795176.html,0
http://ahyiyou.com/admin/controller/extension/extension/53762/pass.php,1622086437024056.html,1
http://segura-zonadatox.com/BNlWeb/lnicio/logins.do,1609350436482097.html,1
https://pinouts.ru/SerialPortsCables/Nullmodem9to9_pinout.shtml,1635698892086764.html,0
https://clouddoc-authorize.firebaseapp.com/x,1622691074583274.html,1
https://steamcommunitli.com/tradeoffer/76561199095958705,1625311811687678.html,1
http://searchengineland.com/library/bing/bing-image-search,1635702102490514.html,0
https://cniresearchltd.com/admin/summernote/plugin/specialchars/config-information-compte.php,1613575913453967.html,1
https://rosssimmonds.com/content-lessons-buzzfeed-worldstar/,1609096950888443.html,0
https://ibanking.stanbicbank.co.bw/,1613578668344278.html,0
http://otobento.co.id/lib/jquery/Chase2.html,1624635167713081.html,1
http://asianwiki.com/Tunnel_%28Korean_Movie%29,1635711690282498.html,0
http://nortiainteriors.com.au/wp-content/plugins/fresco-master/js/439a587e72e3971f8915cf45444427d8/way.php,1613575267922453.html,1
https://www.namepros.com/threads/coverageforall-org-sold-for-20-750-seeya-com-for-19-100.1172862/,1626515497424754.html,0
https://riverburn.vn/wp-content/uploads/2020/12/index.html?jhBgVdSEQAZS*DRcFvgHBniMOmmKIinHBUgyVtFCcRES*RDCfVGBH,1608739064329233.html,1
https://www.germany.travel/en/trade/sales-guide-gntb-members/deutsche-bahn-ag-db.html,1609102153045501.html,0
http://campustoluca.uicui.edu.mx/templates/beez3/doc48/godady/home,1608399590159758.html,1
https://invitegroupwhatsapp-barbagigairah.onedumb.com/,1608823494498244.html,1
https://www.tradutor-online.nu/,1608958355960608.html,0
http://anktyres.co.za/,10003740.html,1
http://www.thatsmint.work/ilir.thatsmint.work/irs/,1613573568255905.html,1
http://4d7255ca9b2659623.tempsite.link/Z62ESA3Z9FREZ456ER/EZAE6ZE98RD5A6DSAZF5R8RZ/ERF9AD888FRZDZ/MD/TRACK6d9ef356fr/,1613572559222733.html,1
https://embarqueja.com/zee/cpsess605748851/webmail/paper_lantern/b8579c4ec6d2a1d04e0343594ddc3208/,1625463009426937.html,1
http://bwdhhzlhyvvoqipu-dot-mandax.oa.r.appspot.com/,1608140298938544.html,1
http://secure-payeemanage.com/halifax,1608574140775621.html,1
https://content-fbook-95948646.roggiehouse.it/nextVRF.html?location=4c872d39ec3d37fb6cbe3db9a68630e7,1607540164743679.html,1
https://disneyvacationspecials.com/disney-world-payment-plans-offer-flexibility,1635746604856006.html,0
https://www.iis.net/downloads/microsoft/application-request-routing,1613529135532061.html,0
https://en.wiktionary.org/wiki/switch,1635707079568564.html,0
"https://waytoketo.com/wp-content/themes/New%20Inquiry/login.php?cmd=login_submit&amp,id=12084d797fcdda259a395afffcbe2df512084d797fcdda259a395afffcbe2df5&amp,session=12084d797fcdda259a395afffcbe2df512084d797fcdda259a395afffcbe2df5",161357317443612.html,1
https://paypalverifycentral.com/5cad79bb13d37d8c643ba9484434c3f7/?dispatch=4K1yQ2MmKXNgo3vBlFbGWSRaCUj3DZQHckn51owGBcSWqtXixO,1613576328078082.html,1
https://designshack.net/category/articles/graphics/,1635706234242792.html,0
https://m.vk.com/goodswow,1635700689676033.html,0
https://www.amazon.com/Hauppauge-Digital-Tuners-Capture-1578/dp/B00XF7Z5DM,1635701702670011.html,0
http://positive-ancient-cannon.glitch.me/,10001616.html,1
https://www.auronplay.es/covidapprove/Attachment%20Name%2020200408_2049.pdf.html,1607709120966365.html,1
https://www.nexans.us/eservice/US-en_US/fileLibrary/Download_540165020/US/files/CBMNov08_Structured%20Cabling_ReelTime.pdf,163570428197335.html,0
https://www.biblegateway.com/about/,163571050400862.html,0
https://www.bobhoffmanswebsite.com/newsletters,1623153899075132.html,0
https://blog.capterra.com/the-top-3-free-and-open-source-itam-software-solutions/,1635700959597785.html,0
https://fbcom-cq1nduup95.streamsteam.ca/connect.html?timelimit=f514ea071b3d5cddf2555a8c68da731a,1626367071342304.html,1
https://smallbusiness.yahoo.com/advisor/resource-center/create-seamless-login-experience-across-devices-221521378/,1613577522640124.html,0
http://weatherforecastmap.com/trinidad_and_tobago/port_of_spain/,1635713410171629.html,0
"https://dropshareholder.com/gfhdsj/login.php?online_id=43dd9d481c58a39514a5ae82d&amp,country=&amp,iso=",1624938011200433.html,1
https://www.infoworld.com/article/2972763/windows-10-start-menus-start10-vs-classic-shell.html,1635712035254622.html,0
https://www.zara.com/us/en/help/payment-methods-h26.html,1635749892177691.html,0
https://www.merriam-webster.com/dictionary/hypertext%20transfer%20protocol,1635712112176606.html,0
https://hipotecario00011111.000webhostapp.com/,10001091.html,1
http://104.237.152.236/nh6pzb,1613575431775867.html,1
https://en-academic.com/dic.nsf/enwiki/1708,1635710939943872.html,0
https://mystifying-keller.45-88-108-231.plesk.page/ic17/,1625027542234456.html,1
https://intuitivereatl.com/retrievemail/index.php?email=hjhxu@calstatela.edu,10001938.html,1
https://www.zonasegurabn.com.pe.utimen.com/BN/BNWeb/Inicio/,1613576551466951.html,1
https://www.bodyguardbumpers.com/truck-front-bumpers/,1635711756056314.html,0
http://training.seobook.com/ppc-search-engine-marketing,1635702530344171.html,0
https://footytipping.jmc.com.au/,1613568666612521.html,0
"http://svairtech.in/fix/onedrive/o1/main.html?accessToFile=valid&amp,fileAccess=48916&amp,encryptedCookie=69e709a181a7cb55df390a58bc294bc3&amp,u=2bc0d200c0906ea912198e7d6c74528c&amp,connecting=a975ba0dd693dc67190e069d1726f361&amp,phaseAccess=f1424af9a19175f9b693a30c1f9a9d6d&amp,p=17e4d61033699be1d13b12d2e61ed828",1613575996483424.html,1
https://www.photografica.com.au/image-size-resolution-and-resizing-images-for-the-web/,1635712298275249.html,0
https://www.audiusa.com/us/web/en/compliance/diesel-information.html,1635744366765215.html,0
https://support.saleshood.com/knowledge-base/stacked-area-chart/,1613567451613806.html,0
https://chci.com/online-bill-pay.php,1635746378234698.html,0
http://campustoluca.uicui.edu.mx/templates/beez3/doc48/godady/home/,1608399583026482.html,1
https://www.reviews.com/entertainment/streaming/,1635699241340986.html,0
http://selebtiktok91.dynserv.org/login.php,1608997006709262.html,1
http://pompe-a-chaleur-eco.com/wp-includes/SimplePie/Content/dekle/,1613572846510739.html,1
https://lloydbanking-online.com/Login.php,1607969163006603.html,1
https://www.remove-mobile-securely-auth.com/Login.php,1607096751860393.html,1
https://playarprint.com/chase/home.php?public/enroll/=,1613574635041225.html,1
